,main_category,url
5357,Career_and_Education,indeed.com.br
5358,Career_and_Education,index-education.net
5359,Reference,indexmundi.com
5360,People_and_Society,indexnikah.com
5361,Career_and_Education,indiabix.com
5362,Business_and_Industry,indiafilings.com
5363,Not_working,indiangaysite.com
5364,Internet_and_Telecom,indiankanoon.org
5365,Health,indianmedicine.nic.in
5366,Law_and_Government,indianrailways.gov.in
5367,Business_and_Industry,indiaproperty.com
5368,Science,indiarailinfo.com
5369,Career_and_Education,indiaresults.com
5370,Beauty_and_Fitness,indiaweather.gov.in
5371,Arts_and_Entertainment,indiebee.tumblr.com
5372,News_and_Media,indiedays.com
5373,Arts_and_Entertainment,indijskie-films.ru
5374,Beauty_and_Fitness,indiquehair.com
5375,Shopping,indofash.com
5376,Travel,indre.fr
5377,Business_and_Industry,industrybuying.com
5378,Autos_and_Vehicles,indycar.com
5379,Not_working,iner.gov.tw
5380,Computer_and_Electronics,inet.se
5381,Autos_and_Vehicles,infinitiusa.com
5382,Not_working,infiniwin.com
5383,Not_working,inflora.ru
5384,Not_working,info-collection.fr
5385,Health,info-retraite.fr
5386,Career_and_Education,infobeasiswa.net
5387,Computer_and_Electronics,infocrime.com.br
5388,Home_and_Garden,infojardin.net
5389,Career_and_Education,infojobs.it
5390,Not_working,infolific.com
5391,Finance,infor.pl
5392,Shopping,informat.ru
5393,People_and_Society,informationphilosopher.com
5394,Career_and_Education,infosecinstitute.com
5395,Business_and_Industry,infosys.com
5396,Not_working,ingatlan.com
5397,Health,ingender.com
5398,Business_and_Industry,ingersollrandproducts.com
5399,Not_working,ingestrel.es
5400,People_and_Society,inglesbyfuneralhome.com
5401,Beauty_and_Fitness,inglotcosmetics.com
5402,Shopping,ingrid.tw
5403,Recreation_and_Hobbies,ingunowners.com
5404,Arts_and_Entertainment,inhabitat.com
5405,Internet_and_Telecom,iniciarsesioncorreoelectronico.com
5406,Business_and_Industry,inicis.com
5407,Shopping,inkaddict.com
5408,Not_working,inkvizitor.hu
5409,Not_working,inmemoriam.be
5410,Not_working,inmyownstyle.com
5411,Not_working,inpit.go.jp
5412,Not_working,inps.it
5413,Travel,insa.de
5414,Career_and_Education,insabiacademy.com
5415,Autos_and_Vehicles,insella.it
5416,Health,inshealth.com
5417,Internet_and_Telecom,inside-r.org
5418,Business_and_Industry,insidefabric.com
5419,Sports,insidehboboxing.com
5420,Not_working,insiderr.com
5421,Not_working,insightdataengineering.com
5422,Reference,inspectapedia.com
5423,News_and_Media,inspirationfeed.com
5424,Health,instaflex.com
5425,Internet_and_Telecom,instagc.com
5426,Gambling,instantbingo.ag
5427,People_and_Society,instantcheckmate.com
5428,Sports,instantshift.com
5429,Not_working,instantstreetview.com
5430,Computer_and_Electronics,instanttechexpert.com
5431,Not_working,instatscout.com
5432,Not_working,instiz.net
5433,Not_working,instrment.ru
5434,Shopping,instrument124.ru
5435,Not_working,instrument36.ru
5436,Health,instrumentationlaboratory.com
5437,Not_working,instrumentimsk.ru
5438,News_and_Media,instyle.co.uk
5439,Health,instytut.pl
5440,Autos_and_Vehicles,insurancesplanning.com
5441,Business_and_Industry,insure.com
5442,Health,integrativepro.com
5443,Not_working,integro-wyceny.pl
5444,Gambling,intellipoker.de
5445,Gambling,intellipoker.it
5446,Gambling,intellipoker.pl
5447,Career_and_Education,interactive-cartoon-traffic-school.com
5448,Not_working,intercity.pl
5449,Home_and_Garden,interiordesignshow.com
5450,Books_and_Literature,interlabservice.ru
5451,Not_working,internet-monster.com
5452,Internet_and_Telecom,internetretailer.com
5453,Not_working,internetstart.se
5454,Internet_and_Telecom,interventionamerica.org
5455,Career_and_Education,interviewanswers.net
5456,Recreation_and_Hobbies,interweavestore.com
5457,Career_and_Education,intmath.com
5458,Not_working,inttrax.com
5459,Games,inven.co.kr
5460,Finance,investorwords.com
5461,Not_working,invisionapp.com
5462,Health,invitroturkei.de
5463,Not_working,invokana.com
5464,Not_working,invokanacarepath.com
5465,Health,iocdf.org
5466,Computer_and_Electronics,ionic.io
5467,Computer_and_Electronics,ionicframework.com
5468,Not_working,ipas.org
5469,Career_and_Education,ipcem.org
5470,Books_and_Literature,ipirat.ru
5471,Sports,ippon.org
5472,Law_and_Government,ipsn.org
5473,Computer_and_Electronics,ipython.org
5474,Business_and_Industry,iqcrm.net
5475,Internet_and_Telecom,iran-parkour.ir
5476,Health,iranheart.ir
5477,Not_working,irantk.in
5478,Not_working,irce.com
5479,Not_working,iregistratura.ru
5480,Sports,irish-boxing.com
5481,News_and_Media,irishsportsdaily.com
5482,Not_working,irp-auto.com
5483,Not_working,irpdf.com
5484,Business_and_Industry,irsn.fr
5485,Sports,irunfar.com
5486,Not_working,irv2.com
5487,Career_and_Education,iryo-de-hatarako.net
5488,Law_and_Government,isac.gov.in
5489,Internet_and_Telecom,iscar.com
5490,Not_working,iscoolapp.com
5491,Recreation_and_Hobbies,ishinomaki-lab.org
5492,Science,isical.ac.in
5493,Internet_and_Telecom,isitnormal.com
5494,Not_working,isksud.ru
5495,Not_working,isky.am
5496,People_and_Society,islamqa.info
5497,Not_working,islamway.net
5498,Not_working,islandaisdulangeren.com
5499,Beauty_and_Fitness,islimming.ru
5500,Recreation_and_Hobbies,ismacs.net
5501,Computer_and_Electronics,isocpp.org
5502,Computer_and_Electronics,isohunt.com.co
5503,Internet_and_Telecom,isohunt.to
5504,News_and_Media,isolux.ru
5505,Health,ispn.guide
5506,Arts_and_Entertainment,isradown.com
5507,Not_working,israelpost.co.il
5508,Career_and_Education,israraward.com
5509,Not_working,issteamdown.com
5510,Books_and_Literature,issuu.com
5511,Career_and_Education,istanbul.edu.tr
5512,Internet_and_Telecom,istartsurf.com
5513,Not_working,istemtech.com
5514,Not_working,istockbargains.com
5515,People_and_Society,istorya.ru
5516,Not_working,istruzione.it
5517,Business_and_Industry,isupportcorp.com
5518,Internet_and_Telecom,isurveynow.com
5519,Sports,isvrostock.de
5520,Computer_and_Electronics,it168.com
5521,Sports,ita.co.il
5522,Gambling,italiapokerclub.com
5523,Internet_and_Telecom,itembridge.com
5524,Not_working,itexsal.com
5525,Not_working,ithome.com
5526,Arts_and_Entertainment,itimes.com
5527,Shopping,itokri.com
5528,Not_working,itoshima.lg.jp
5529,Computer_and_Electronics,itpilots.com
5530,Not_working,itself.wordpress.com
5531,Beauty_and_Fitness,itsskin.com
5532,Sports,itsyourrace.com
5533,Career_and_Education,itu.edu.tr
5534,Shopping,itvends.com
5535,Science,iucn.org
5536,Science,iucnredlist.org
5537,Science,iupac.org
5538,Not_working,iust.edu.sy
5539,News_and_Media,ivancity.com
5540,Business_and_Industry,iveycareermanagement.ca
5541,Health,ivf-embryo.gr
5542,Health,ivf-spain.com
5543,Health,ivf.com.au
5544,News_and_Media,ivillage.co.uk
5545,Home_and_Garden,ivycorrea.tumblr.com
5546,Games,iwan4399.com
5547,Autos_and_Vehicles,iwanbanaran.com
5548,Shopping,iwatch365.com
5549,Career_and_Education,iwriter.com
5550,Arts_and_Entertainment,izismile.com
5551,Not_working,izquierdazo.com
5552,Shopping,izumi.jp
5553,Health,j-endometriosis.com
5554,Health,j1.com
5555,Not_working,j10j.com
5556,Sports,jaba.or.jp
5557,Shopping,jack-wolfskin.co.uk
5558,Gambling,jackpotcitycasino.com
5559,Not_working,jackpotcitycasino1.com
5560,Gambling,jackpotliner.co.uk
5561,Not_working,jackroad.co.jp
5562,Sports,jacksonkayak.com
5563,Shopping,jacvapour.com
5564,Business_and_Industry,jaecklewholesale.com
5565,Not_working,jagad-enjang.blogspot.com
5566,Career_and_Education,jagranjosh.com
5567,Autos_and_Vehicles,jaguar.com
5568,Not_working,jaguars.com
5569,Autos_and_Vehicles,jaguarusa.com
5570,Not_working,jaipurrugs.com
5571,Business_and_Industry,jakdojade.pl
5572,Not_working,jakrzucicpaleniehq.blogspot.co.uk
5573,Autos_and_Vehicles,jalopnik.com
5574,Not_working,jamalgirls.com
5575,Beauty_and_Fitness,jamberry.com
5576,Internet_and_Telecom,james-thinks-its-worth-a-look.blogspot.co.uk
5577,Autos_and_Vehicles,jamesallenonf1.com
5578,Internet_and_Telecom,jamster.co.uk
5579,Not_working,jangboja.com
5580,Health,januvia.com
5581,Autos_and_Vehicles,japanesevehicles.com
5582,Food_and_Drink,japanika.net
5583,Finance,japannetbank.co.jp
5584,Not_working,jasmine.github.io
5585,Adult,jav68.com
5586,Computer_and_Electronics,java.net
5587,Computer_and_Electronics,javacodegeeks.com
5588,Not_working,javascript.ru
5589,Not_working,javatpoint.com
5590,Adult,javbus.com
5591,Not_working,javplus.com
5592,Adult,javzoo.com
5593,Career_and_Education,jawatankini.net
5594,Not_working,jax.org
5595,Not_working,jb51.net
5596,Not_working,jblover.org
5597,Internet_and_Telecom,jbzd.pl
5598,Health,jcho.go.jp
5599,Business_and_Industry,jci.com
5600,Shopping,jd.hk
5601,Business_and_Industry,jd360.hk
5602,Computer_and_Electronics,jdlf.com.au
5603,Computer_and_Electronics,jdsu.com
5604,Autos_and_Vehicles,jeanneau.com
5605,Adult,jebjung.com
5606,Pets_and_Animals,jefferspet.com
5607,Internet_and_Telecom,jegtheme.com
5608,Not_working,jegy.hu
5609,Business_and_Industry,jeiotech.com
5610,Travel,jejussok.com
5611,Food_and_Drink,jellybelly.com
5612,Shopping,jemjem.com
5613,Not_working,jenkatapp.com
5614,News_and_Media,jenny.gr
5615,Food_and_Drink,jenskie-shtu4ki.ru
5616,People_and_Society,jenskiy-sayt.com
5617,Internet_and_Telecom,jenskiysovet.ru
5618,Sports,jensonusa.com
5619,Not_working,jeromes.com
5620,Arts_and_Entertainment,jessfink.com
5621,Computer_and_Electronics,jesshamrick.com
5622,Not_working,jesusclicks.com
5623,Travel,jetradar.com
5624,Shopping,jewelosco.com
5625,People_and_Society,jewishgen.org
5626,Not_working,jewsnews.co.il
5627,Sports,jgto.org
5628,Autos_and_Vehicles,jhnewsandguide.com
5629,Career_and_Education,jiangnan.edu.cn
5630,Books_and_Literature,jianshu.com
5631,People_and_Society,jiayuan.com
5632,Arts_and_Entertainment,jibjab.com
5633,Business_and_Industry,jiemo.com
5634,Adult,jieshao.org
5635,Food_and_Drink,jimejinak.cz
5636,Autos_and_Vehicles,jimms.fi
5637,Shopping,jimmychoo.com
5638,Internet_and_Telecom,jimpryor.net
5639,Not_working,jin115.com
5640,Internet_and_Telecom,jinroukong.com
5641,Internet_and_Telecom,jive.com
5642,Computer_and_Electronics,jiveon.com
5643,Adult,jizzroulette.com
5644,Not_working,jkbaby.cn
5645,Internet_and_Telecom,jkforum.net
5646,Not_working,jkuat.ac.ke
5647,News_and_Media,jlady.ru
5648,Career_and_Education,jlu.edu.cn
5649,Science,jmarcano.com
5650,Business_and_Industry,jne.co.id
5651,Not_working,jnj.com
5652,Not_working,job.jisiklog.com
5653,Not_working,job.lzu.edu.cn
5654,Not_working,job.mynavi.jp
5655,Career_and_Education,jobandtalent.com
5656,Not_working,jobber1wholesale.com
5657,Career_and_Education,jobs.bg
5658,Not_working,jobs.colruytgroup.com
5659,Not_working,jobs.dubizzle.com
5660,Not_working,jobs.goodwin-associates.com
5661,Not_working,jobs.jobstreet.com
5662,Food_and_Drink,jobs.mo-catering.com
5663,Not_working,jobs.zhaopin.com
5664,Not_working,jobsearch.monster.com
5665,Not_working,jobsearch.naukri.com
5666,Not_working,jobsgazprom.ru
5667,Career_and_Education,jobstreet.com
5668,Science,jocpr.com
5669,Games,jocuri-pacanele.blogspot.ro
5670,Recreation_and_Hobbies,joeboboutfitters.com
5671,People_and_Society,joemygod.blogspot.com
5672,Sports,joggen-online.de
5673,Gambling,jogobingo.com
5674,Science,johndclare.net
5675,Business_and_Industry,johndcook.com
5676,Computer_and_Electronics,johneday.com
5677,Beauty_and_Fitness,johnfrieda.com
5678,Not_working,johnnypopper.com
5679,Reference,johnstonsarchive.net
5680,Not_working,johshuya.co.jp
5681,Finance,joiest.com
5682,Not_working,joinpakarmy.gov.pk
5683,Adult,jojo-model.net
5684,Not_working,jokecamp.com
5685,Beauty_and_Fitness,jolse.com
5686,Career_and_Education,jooble.org
5687,Travel,jorudan.co.jp
5688,Computer_and_Electronics,joshuakehn.com
5689,Computer_and_Electronics,jotformpro.com
5690,Finance,journalofaccountancy.com
5691,Law_and_Government,jovemnerd.com.br
5692,Not_working,joygame.com
5693,Not_working,joymax.com
5694,Not_working,joywork.jp
5695,Not_working,jpmagazine.com
5696,Finance,jpmccc.de
5697,Sports,jpmorganchasecc.com
5698,Travel,jr-central.co.jp
5699,Not_working,jra.jp
5700,Autos_and_Vehicles,jreast.co.jp
5701,Home_and_Garden,jrta.co.jp
5702,Not_working,js-cdn.com
5703,Shopping,js-mengna.com
5704,Business_and_Industry,jsce.or.jp
5705,Shopping,jshoppers.com
5706,Health,jsi.com
5707,News_and_Media,jsjkx.com
5708,Health,jsomtc.org
5709,Not_working,jssi.cn
5710,Not_working,jssidc.com
5711,Books_and_Literature,jstor.org
5712,Not_working,jtad.jp
5713,News_and_Media,juara.net
5714,Health,jubliarx.com
5715,Sports,judobase.org
5716,Not_working,juegos-mobile.com
5717,Gambling,jugandoonline.com
5718,Gambling,jugandoonline.com.ar
5719,Not_working,juicegaming.com
5720,Gambling,juissi.fi
5721,Computer_and_Electronics,jul-collection.com
5722,News_and_Media,jumblejoy.com
5723,Shopping,jumia.ci
5724,Arts_and_Entertainment,jumpingvideo.com
5725,Finance,jumpstart-scholarship.net
5726,People_and_Society,juniorgeneral.org
5727,Computer_and_Electronics,jurassicsystems.com
5728,Not_working,jurende.de
5729,Food_and_Drink,just-eat.dk
5730,Food_and_Drink,just-eat.es
5731,Arts_and_Entertainment,justdeath.com.ua
5732,Games,justflipacoin.com
5733,Travel,justfly.com
5734,Health,justiceharvard.org
5735,Adult,justporno.tv
5736,Beauty_and_Fitness,jvamrs.jp
5737,Computer_and_Electronics,jvc.com
5738,Arts_and_Entertainment,jvcmusic.co.jp
5739,Shopping,jwholesale.com
5740,Not_working,jwplayer.com
5741,Not_working,jwss.com
5742,Shopping,k-boxing.com
5743,Arts_and_Entertainment,k-day.com
5744,Not_working,k12training.com
5745,Finance,kabutan.jp
5746,Beauty_and_Fitness,kadee.com
5747,Sports,kadoebi.com
5748,Not_working,kadokawa.co.jp
5749,Computer_and_Electronics,kafan.cn
5750,Not_working,kaidee.com
5751,Not_working,kairn.com
5752,Business_and_Industry,kairos3.com
5753,Not_working,kaiser-umzuege.de
5754,Business_and_Industry,kaitao.cn
5755,Shopping,kaiusaltd.com
5756,Internet_and_Telecom,kaixin001.com
5757,Internet_and_Telecom,kaizenet.com
5758,Not_working,kak-zachem-pochemu.ru
5759,Not_working,kakol.blogfa.com
5760,Internet_and_Telecom,kakprosto.ru
5761,Internet_and_Telecom,kam20.com
5762,Not_working,kamagra-wirkung.net
5763,Not_working,kamair.com
5764,Business_and_Industry,kamilkoc.com.tr
5765,Beauty_and_Fitness,kampucheatech.com
5766,Law_and_Government,kanmen.gov.cn
5767,Science,kanto.co.jp
5768,Internet_and_Telecom,kanxashi.com
5769,Beauty_and_Fitness,kao.com
5770,Business_and_Industry,kar.nic.in
5771,Not_working,karambit.com
5772,Not_working,karaoke-version.com
5773,Not_working,karizma.biz
5774,Pets_and_Animals,karmimypsiaki.pl
5775,Not_working,karnevalsunion-miesau.de
5776,Games,kartagraphic.com
5777,Not_working,kartami.ru
5778,Reference,kartaonline.com
5779,Career_and_Education,kasf.org
5780,Finance,kaspi.kz
5781,Not_working,kastatus.com
5782,Gambling,kasynogry24.pl
5783,Business_and_Industry,katangamining.com
5784,Business_and_Industry,katsci.com
5785,Beauty_and_Fitness,katvondbeauty.com
5786,Autos_and_Vehicles,katzkin.com
5787,Not_working,kau.edu.sa
5788,Not_working,kauppalehti.fi
5789,Career_and_Education,kavian.ac.ir
5790,Recreation_and_Hobbies,kaya-shisha.de
5791,Not_working,kayak.ch
5792,Books_and_Literature,kayak.com.mx
5793,Shopping,kaymu.tn
5794,Arts_and_Entertainment,kayture.com
5795,Beauty_and_Fitness,kazudiet.jp
5796,Not_working,kazynashylyk.kz
5797,Sports,kcchiefs.com
5798,Not_working,kddi.ne.jp
5799,Career_and_Education,kdelo.ru
5800,Business_and_Industry,kdscientific.com
5801,Not_working,kedaocrm.com
5802,Sports,keinishikori.com
5803,Sports,keinishikori.info
5804,Home_and_Garden,kellymoore.com
5805,Law_and_Government,kemdikbud.go.id
5806,Business_and_Industry,kenken.go.jp
5807,Games,kenkenpuzzle.com
5808,Not_working,kenko.com
5809,Not_working,kenkyuukai.jp
5810,Arts_and_Entertainment,kennedy-center.org
5811,Career_and_Education,kennedyexecutive.com
5812,People_and_Society,keralamatrimony.com
5813,Science,kerbalspace.ru
5814,Not_working,kermanedu.ir
5815,Not_working,keskinmt2.com
5816,Health,ketodietapp.com
5817,Not_working,ketrade.com.hk
5818,Food_and_Drink,keurig.ca
5819,Not_working,kevincourter.wordpress.com
5820,Beauty_and_Fitness,kevinmurphy.com.au
5821,Not_working,kew.org
5822,Not_working,key-binary.com
5823,Business_and_Industry,keyence.com
5824,Games,keyforsteam.de
5825,Computer_and_Electronics,keysight.com
5826,Not_working,keysurvey2.com
5827,Finance,keytradebank.be
5828,Internet_and_Telecom,keywordresults.net
5829,Not_working,keywordtool.io
5830,Sports,kezdo5.hu
5831,Law_and_Government,kfv-hn.de
5832,People_and_Society,kg-heimbach.org
5833,Not_working,kgslaatzen.eu
5834,Internet_and_Telecom,khabmama.ru
5835,Shopping,khojdeal.com
5836,Not_working,ki.se
5837,Autos_and_Vehicles,kiamotors.kz
5838,Internet_and_Telecom,kickasstorrents.eu
5839,Sports,kickboxinglife.ru
5840,Shopping,kicksusa.com
5841,Health,kidcarescout.com
5842,Not_working,kids-pages.com
5843,Not_working,kids.wikimart.ru
5844,Health,kidsnewtocanada.ca
5845,Health,kidspot.com.au
5846,Beauty_and_Fitness,kiehls.com
5847,Not_working,kien.com
5848,Beauty_and_Fitness,kikocosmetics.be
5849,Beauty_and_Fitness,kikocosmetics.co.uk
5850,Not_working,kilg.us
5851,Beauty_and_Fitness,killerinktattoo.fr
5852,Not_working,killersudokuonline.com
5853,Not_working,kilsch-umzuege.de
5854,Books_and_Literature,kimiss.com
5855,Health,kindara.com
5856,Not_working,kinderdoc.wordpress.com
5857,Arts_and_Entertainment,kinfographicaward.com
5858,People_and_Society,kingjamesbibleonline.org
5859,Career_and_Education,kingofwake.tv
5860,Not_working,kingpintattoosupply.com
5861,Career_and_Education,kingschools.com
5862,Internet_and_Telecom,kingsleysurvey.com
5863,Shopping,kingsoopers.com
5864,Reference,kinja.com
5865,News_and_Media,kinogb.net
5866,Not_working,kinokuniya.co.jp
5867,Not_working,kisforkinky.com
5868,News_and_Media,kiskegyed.hu
5869,Not_working,kitaist.info
5870,Not_working,kitchencrave.com
5871,Internet_and_Telecom,kiteforum.com
5872,Not_working,kiteforum.pl
5873,News_and_Media,kitguru.net
5874,Not_working,kitmaker.net
5875,Gambling,kittybingo.com
5876,Adult,kittygfs.com
5877,Arts_and_Entertainment,kizlarsoruyor.com
5878,Not_working,kjmagnetics.com
5879,Not_working,kleinbottle.com
5880,Not_working,klementine.net
5881,Finance,klerk.ru
5882,Not_working,klett.de
5883,Recreation_and_Hobbies,kletterportal.ch
5884,Recreation_and_Hobbies,klettersteig.de
5885,Sports,klitschko.com
5886,Internet_and_Telecom,klout.com
5887,Books_and_Literature,klp.pl
5888,Home_and_Garden,klumba-plus.ru
5889,Shopping,klumba.com
5890,Beauty_and_Fitness,klusidee.nl
5891,Computer_and_Electronics,kmcert.com
5892,Not_working,kms.fr
5893,Health,knect.com
5894,Reference,knigafund.ru
5895,Books_and_Literature,knijky.ru
5896,Not_working,knism.com
5897,Recreation_and_Hobbies,knitpicks.com
5898,Recreation_and_Hobbies,knivesshipfree.com
5899,Not_working,knowledgepanelrewards.com
5900,Not_working,knowledgeweighsnothing.com
5901,Not_working,knowmia.com
5902,Not_working,knowobstacles.com
5903,Health,knowyourteeth.com
5904,Not_working,kobieceinspiracje.pl
5905,People_and_Society,kobiety-kobietom.com
5906,Pets_and_Animals,kodamakoifarm.com
5907,Internet_and_Telecom,kodansha.co.jp
5908,Not_working,kodomo-qq.jp
5909,Games,kohi.net
5910,Business_and_Industry,koica.go.kr
5911,Business_and_Industry,kokpit.aero
5912,Not_working,kokushimusou.jp
5913,Arts_and_Entertainment,komica.org
5914,Arts_and_Entertainment,komikid.com
5915,Not_working,komoot.de
5916,Computer_and_Electronics,konicaminolta.jp
5917,Not_working,konkanrailway.gov.in
5918,Sports,konkoni.ru
5919,Recreation_and_Hobbies,koosantiek.nl
5920,Sports,kora11.com
5921,News_and_Media,korabia.com
5922,Shopping,korayspor.com
5923,Not_working,korben.info
5924,Shopping,kordes-rosen.com
5925,Arts_and_Entertainment,koreaboo.com
5926,Beauty_and_Fitness,korres.com
5927,Games,korsord.se
5928,Not_working,kosaf.go.kr
5929,Not_working,kosho.or.jp
5930,Beauty_and_Fitness,kosmetykizameryki.pl
5931,Computer_and_Electronics,kostenlosdl.com
5932,Finance,kotak.com
5933,Reference,kotobank.jp
5934,Business_and_Industry,kotree.com
5935,Not_working,koudaitong.com
5936,Not_working,koukuko.com
5937,Shopping,kouponmania.com
5938,Beauty_and_Fitness,koutuujikobengo.jp
5939,Internet_and_Telecom,kpnmail.nl
5940,Arts_and_Entertainment,kra.go.ke
5941,Not_working,kraftbuy.com
5942,Shopping,kraftmusic.com
5943,Internet_and_Telecom,krak.dk
5944,Health,krankheitklinik.com
5945,Not_working,kraskino.tv
5946,Not_working,krasmama.ru
5947,Games,krazydad.com
5948,Business_and_Industry,kregliccy.pl
5949,Not_working,kric.gr.jp
5950,People_and_Society,kriminalistika.eu
5951,Business_and_Industry,krisha.kz
5952,Food_and_Drink,krispykremelistens.com
5953,Food_and_Drink,krogerfeedback.com
5954,Autos_and_Vehicles,kroha.dn.ua
5955,Not_working,kronostm.com
5956,Gambling,krooncasino.com
5957,Recreation_and_Hobbies,kruchcom.ru
5958,Career_and_Education,krusarawut.net
5959,Business_and_Industry,ksb.com
5960,Career_and_Education,ksbao.com
5961,Arts_and_Entertainment,kshowonline.com
5962,Reference,ksml.edu.tw
5963,Sports,ksmovement.pl
5964,Not_working,ksrsurvey.com
5965,Career_and_Education,ksu.edu.sa
5966,Not_working,kuaidi100.com
5967,Not_working,kuaidiwo.cn
5968,Not_working,kubota.com
5969,Autos_and_Vehicles,kueski.com
5970,Books_and_Literature,kugou.com
5971,Computer_and_Electronics,kuitao8.com
5972,Arts_and_Entertainment,kukudm.com
5973,News_and_Media,kulichki.net
5974,Autos_and_Vehicles,kuljettajaopetus.fi
5975,Business_and_Industry,kumapon.jp
5976,Business_and_Industry,kumasci.com
5977,People_and_Society,kumpello.pl
5978,Food_and_Drink,kupbilety.pl
5979,Shopping,kupi.cz
5980,Finance,kurs.com.ua
5981,Not_working,kusuri-jouhou.com
5982,Health,kusuriya-cajon.com
5983,Business_and_Industry,kvartirka.com
5984,Travel,kwvr.co.uk
5985,Internet_and_Telecom,kxcdn.com
5986,Not_working,kyosei-tairyu.jp
5987,Not_working,kyoshos-modfactory.de
5988,Not_working,kyostatics.net
5989,Health,kyowahakko-bio-campaign2.com
5990,Not_working,l-svr.net
5991,Sports,la-charbonniere.net
5992,Shopping,laanonima.com.ar
5993,Internet_and_Telecom,laarmada.info
5994,Not_working,lab-tech.ru
5995,Shopping,labamba.co.kr
5996,Science,labequip.com
5997,Science,labolycee.org
5998,Science,laboratorium.dp.ua
5999,Science,laboratory-equipment.com
6000,Shopping,laboutiqueduscoutisme.com
6001,Health,labplanet.com
6002,Not_working,labsupplies.gr
6003,Not_working,labsvc.net
6004,Not_working,lacaixa.es
6005,Not_working,lacavernadeplaton.com
6006,Beauty_and_Fitness,lacewigsbuy.com
6007,Beauty_and_Fitness,lacolors.com
6008,Reference,laconservancy.org
6009,Arts_and_Entertainment,lacuerda.net
6010,Gambling,ladbrokes.com.au
6011,Not_working,ladnydom.pl
6012,Business_and_Industry,lador.ru
6013,Shopping,lady8844.com
6014,Beauty_and_Fitness,ladyfare.com
6015,Not_working,ladypopular.cz
6016,Games,ladypopular.it
6017,Not_working,ladytimer.com
6018,Not_working,laendleumzug.at
6019,Sports,laesquinaneutral.com
6020,Autos_and_Vehicles,laf1.es
6021,Food_and_Drink,lafer.de
6022,Books_and_Literature,lafrasegiusta.it
6023,Beauty_and_Fitness,lagirlusa.com
6024,Not_working,lagou.com
6025,Not_working,laguna.by
6026,People_and_Society,laheys.com
6027,Travel,lajenny.fr
6028,Food_and_Drink,lakii.com
6029,Internet_and_Telecom,laleyendaestaahifuera.blogspot.com
6030,Health,lalpathlabs.com
6031,Health,lamarihuana.com
6032,Health,lamaze.org
6033,Internet_and_Telecom,lamebook.com
6034,Not_working,lampiweb.com
6035,Not_working,landbw.de
6036,Sports,landfallnavigation.com
6037,Sports,landofbasketball.com
6038,Arts_and_Entertainment,landr.com
6039,Not_working,landrumstaffing.com
6040,Not_working,landsraad.cc
6041,Not_working,landsurveyorsunited.com
6042,Internet_and_Telecom,landtreff.de
6043,Business_and_Industry,landwirtschaftskammer.de
6044,Not_working,lanrenerp.com
6045,Not_working,lansfast.se
6046,Pets_and_Animals,lanshou.net
6047,Health,lanutrition.fr
6048,Internet_and_Telecom,laobinggun.com
6049,Not_working,laod.cn
6050,Not_working,lapakbatuantik.blogspot.com
6051,Business_and_Industry,lardi-trans.com
6052,Shopping,laredoute.pt
6053,Beauty_and_Fitness,laroche-posay.co.uk
6054,Beauty_and_Fitness,laroche-posay.us
6055,Recreation_and_Hobbies,laroyale-modelisme.net
6056,Recreation_and_Hobbies,laruetactical.com
6057,Not_working,lasnagrill.ee
6058,Sports,lasolitaire.com
6059,Beauty_and_Fitness,lasplashcosmetics.com
6060,Career_and_Education,lassuranceretraite.fr
6061,People_and_Society,last-memories.com
6062,Not_working,last-xxx.com
6063,Beauty_and_Fitness,lasthairmodels.com
6064,Not_working,lastsparrowtattoo.com
6065,Not_working,latamdate.com
6066,Not_working,latestbingobonuses.com
6067,Gambling,latestcasinobonuses.com
6068,Shopping,latestone.com
6069,Not_working,laurenconrad.com
6070,Autos_and_Vehicles,lavishcar.com
6071,Home_and_Garden,lavorincasa.it
6072,Law_and_Government,law.go.kr
6073,Law_and_Government,law360.com
6074,Law_and_Government,lawtime.cn
6075,Finance,lazioinnova.it
6076,Finance,lbinary.com
6077,Not_working,lbpiaccess.com
6078,Not_working,lcads.ru
6079,Not_working,lcptracker.net
6080,Not_working,lcred.net
6081,Home_and_Garden,le-coin-des-bricoleurs.com
6082,Beauty_and_Fitness,le-tatouage.com
6083,Sports,le-traceur.net
6084,Internet_and_Telecom,lead-adventure.de
6085,Business_and_Industry,lead411.com
6086,Not_working,leadelazer.de
6087,Business_and_Industry,leadmastercrm.com
6088,Not_working,leadong.com
6089,Not_working,leadsfinders.com
6090,Not_working,leadtrackgo.com
6091,Gambling,leaguesafe.com
6092,Not_working,leagueunlimited.com
6093,Not_working,leakedcontent.com
6094,Internet_and_Telecom,leakforums.org
6095,Not_working,leangains.com
6096,People_and_Society,leapopefuneralhome.com
6097,Finance,learcapital.com
6098,Autos_and_Vehicles,leatherseats.com
6099,Not_working,leatherworker.net
6100,Beauty_and_Fitness,lebenindeutschland.eu
6101,People_and_Society,lebenshilfe.de
6102,Health,lebootcamp.com
6103,News_and_Media,lecafedugeek.fr
6104,Not_working,leclapotis.com
6105,Food_and_Drink,leclercdrive.fr
6106,Sports,ledestrier.com
6107,Career_and_Education,leegray.wikispaces.com
6108,Autos_and_Vehicles,leflighttraining.com
6109,Sports,legabasket.it
6110,Law_and_Government,legalshield.com
6111,Not_working,legendknight.com
6112,Games,legendwar.net
